Player,Injury,Start Date,Return Date,Days Missed,Injury Category,Refined Injury Category
 Clint Capela,sore right knee,2025-01-23,2025-01-24,1,Knee,Knee
 Clint Capela,sore left knee,2023-12-16,2023-12-18,2,Knee,Knee
 Coby White,sore ankle,2025-01-23,2025-01-29,6,Ankle,Ankle
 Coby White,sprained left ankle,2024-12-02,2024-12-06,4,Ankle,Ankle
 Coby White,sore right hip,2024-03-14,2024-03-21,7,Hip,Unknown
 Cody Martin,bruised right knee,2024-02-04,2024-02-07,3,Knee,Knee
 Cody Martin,sore left knee,2023-10-24,2023-12-23,60,Knee,Knee
 Cody Martin,strained groin,2024-01-08,2024-01-14,6,Groin,Groin
 Cody Martin,bruised right knee,2024-01-22,2024-01-24,2,Knee,Knee
 Cody Martin,sore left knee,2024-12-28,2025-01-03,6,Knee,Knee
 Cody Zeller,bruised/sore left knee,2024-02-12,2024-02-22,10,Knee,Knee
 Cody Zeller,sprained right ankle,2023-12-23,2023-12-26,3,Ankle,Ankle
 Colby Jones,sore lower back,2023-12-07,2023-12-11,4,Back,Back
 Cole Anthony,illness,2025-01-21,2025-01-25,4,Unknown,General Ailments
 Cole Anthony,bruised quadriceps,2024-01-03,2024-01-04,1,Unknown,Unknown
 Colin Castleton,fractured right wrist,2024-02-25,2024-03-27,31,Wrist,Wrist
 Collin Gillespie,fractured right ankle,2024-11-12,2025-01-05,54,Ankle,Ankle
 Corey Kispert,illness,2024-02-25,2024-02-27,2,Unknown,General Ailments
 Corey Kispert,sprained left ankle,2023-11-03,2023-11-06,3,Ankle,Ankle
 Craig Porter Jr.,illness,2024-03-29,2024-04-06,8,Unknown,General Ailments
 Craig Porter Jr.,sprained right thumb,2024-10-28,2024-11-02,5,Unknown,Unknown
 Craig Porter Jr.,sprained left ankle,2024-12-16,2024-12-19,3,Ankle,Ankle
 Craig Porter Jr.,illness,2025-02-02,2025-02-03,1,Unknown,General Ailments
 D'Angelo Russell,sprained left thumb,2024-12-25,2024-12-28,3,Unknown,Unknown
 D'Angelo Russell,illness,2024-12-01,2024-12-02,1,Unknown,General Ailments
 D'Angelo Russell,illness,2024-03-24,2024-03-25,1,Unknown,General Ailments
 D'Angelo Russell,sore left knee,2024-02-08,2024-02-09,1,Knee,Knee
 D'Angelo Russell,bruised right shin,2025-01-15,2025-01-16,1,Unknown,Unknown
 D'Angelo Russell,migraine headache,2023-12-15,2023-12-18,3,Unknown,Unknown
 D'Angelo Russell,left hamstring injury,2025-01-22,2025-01-25,3,Hamstring,Soft Tissue Injury
 D'Angelo Russell,bruised right shin,2025-01-12,2025-01-14,2,Unknown,Unknown
 D'Angelo Russell,bruised tailbone,2024-01-05,2024-01-07,2,Unknown,Unknown
 D.J. Carton,ankle injury,2024-11-18,2024-11-29,11,Ankle,Ankle
 DaQuan Jeffries,illness,2025-01-12,2025-01-15,3,Unknown,General Ailments
 DaQuan Jeffries,thigh injury,2025-01-03,2025-01-05,2,Unknown,Unknown
 DaQuan Jeffries,illness,2023-12-05,2023-12-07,2,Unknown,General Ailments
 DaQuan Jeffries,fractured hand,2024-10-09,2024-12-03,55,Hand/Finger,Hand/Finger
 DaQuan Jeffries,illness,2023-12-23,2023-12-24,1,Unknown,General Ailments
 Daishen Nix,sprained right ankle,2024-12-24,2024-12-31,7,Ankle,Ankle
 Dalano Banton,sprained left ankle,2024-04-11,2024-04-12,1,Ankle,Ankle
 Dalano Banton,bruised left hip,2024-12-19,2024-12-23,4,Hip,Unknown
 Dalano Banton,bruised left hip,2024-12-26,2025-01-02,7,Hip,Unknown
 Dalano Banton,illness,2023-12-15,2023-12-17,2,Unknown,General Ailments
 Dalen Terry,sprained right ankle,2024-01-31,2024-02-06,6,Ankle,Ankle
 Dalen Terry,bruised right knee,2024-12-13,2024-12-21,8,Knee,Knee
 Dalen Terry,left knee tendinitis,2023-11-11,2023-11-20,9,Knee,Knee
 Damian Lillard,sore left groin,2025-02-03,2025-02-05,2,Groin,Groin
 Damian Lillard,concussion protocol,2024-11-11,2024-11-18,7,Head,Head
 Damian Lillard,sprained left ankle,2024-02-06,2024-02-09,3,Ankle,Ankle
 Damian Lillard,sore right calf,2023-11-09,2023-11-13,4,Calf,Soft Tissue Injury
 Damian Lillard,left adductor injury,2024-04-12,2024-04-14,2,Unknown,Unknown
 Damian Lillard,strained right calf,2024-12-19,2024-12-23,4,Calf,Soft Tissue Injury
 Damian Lillard,illness,2024-12-23,2024-12-28,5,Unknown,General Ailments
 Damian Lillard,right Achilles tendinitis,2024-04-28,2024-05-02,4,Ankle,Ankle
 Daniel Gafford,bruised right hip,2023-12-11,2023-12-13,2,Hip,Unknown
 Daniel Gafford,concussion protocol,2024-01-17,2024-01-21,4,Head,Head
 Daniel Gafford,sore right elbow,2024-04-13,2024-04-21,8,Elbow,Elbow
 Daniel Gafford,ankle injury,2023-10-30,2023-11-03,4,Ankle,Ankle
 Daniel Gafford,ankle injury,2025-02-02,2025-02-03,1,Ankle,Ankle
 Daniel Gafford,sprained left ankle,2025-01-07,2025-01-09,2,Ankle,Ankle
 Daniel Gafford,illness,2024-11-27,2024-11-29,2,Unknown,General Ailments
 Daniel Theis,illness,2023-12-08,2023-12-12,4,Unknown,General Ailments
 Daniel Theis,sprained left thumb,2024-04-07,2024-04-09,2,Unknown,Unknown
 Daniel Theis,neck spasms,2024-12-05,2024-12-12,7,Neck,Unknown
 Danilo Gallinari,lower back spasms,2023-12-29,2024-01-03,5,Back,Back
 Dante Exum,bruised right heel,2024-01-03,2024-01-24,21,Unknown,Unknown
 Dante Exum,bruised left lower leg,2023-12-21,2023-12-23,2,Unknown,Unknown
 Dante Exum,sprained right foot,2024-04-13,2024-04-21,8,Foot,Unknown
 Dante Exum,placed on IL  surgery on right wrist,2024-10-23,2025-01-31,100,Wrist,Wrist
 Dante Exum,sore right knee,2024-01-27,2024-02-28,32,Knee,Knee
 Danuel House Jr.,lumbar spine injury,2024-01-16,2024-01-18,2,Unknown,Unknown
 Danuel House Jr.,illness,2023-04-22,2023-04-30,8,Unknown,General Ailments
 Danuel House Jr.,bruised left quadriceps,2023-11-25,2023-12-05,10,Unknown,Unknown
 Dario Saric,sprained left ankle,2024-12-07,2024-12-22,15,Ankle,Ankle
 Dario Saric,sore right knee,2024-03-29,2024-04-11,13,Knee,Knee
 Dario Saric,illness,2024-02-01,2024-02-04,3,Unknown,General Ailments
 Dariq Whitehead,concussion protocol,2025-01-09,2025-01-12,3,Head,Head
 Dariq Whitehead,right foot injury,2023-12-02,2023-12-06,4,Foot,Unknown
 Dariq Whitehead,right foot injury,2023-10-25,2023-11-03,9,Foot,Unknown
 Darius Garland,strained neck,2023-11-14,2023-11-17,3,Neck,Unknown
 Darius Garland,sore left groin,2024-11-20,2024-11-23,3,Groin,Groin
 Darius Garland,bruised lower back,2024-04-14,2024-04-19,5,Back,Back
 Darius Garland,fractured jaw,2023-12-15,2024-01-30,46,Unknown,Bone Fracture
 Darius Garland,strained left hamstring,2023-10-27,2023-11-03,7,Hamstring,Soft Tissue Injury
 Davion Mitchell,illness,2023-12-02,2023-12-03,1,Unknown,General Ailments
 Davion Mitchell,strained right shoulder,2024-12-19,2024-12-22,3,Shoulder,Shoulder
 Davion Mitchell,foot injury,2025-02-02,2025-02-03,1,Foot,Unknown
 Davion Mitchell,illness,2024-12-29,2024-12-31,2,Unknown,General Ailments
 Davis Bertans,illness,2024-01-08,2024-01-11,3,Unknown,General Ailments
 Davis Bertans,hyperextended left knee,2024-02-23,2024-02-27,4,Knee,Knee
 Davis Bertans,sore right knee,2024-02-06,2024-02-09,3,Knee,Knee
 Day'Ron Sharpe,hyperextended left knee,2024-01-25,2024-02-12,18,Knee,Knee
 Day'Ron Sharpe,bruised wrist,2024-03-05,2024-03-09,4,Wrist,Wrist
 Day'Ron Sharpe,strained left hamstring,2024-10-22,2024-12-02,41,Hamstring,Soft Tissue Injury
 Day'Ron Sharpe,illness,2025-01-08,2025-01-09,1,Unknown,General Ailments
 De'Aaron Fox,sprained right ankle,2023-10-30,2023-11-13,14,Ankle,Ankle
 De'Aaron Fox,right shoulder injury,2023-12-16,2023-12-18,2,Shoulder,Shoulder
 De'Aaron Fox,bruised left knee,2024-02-28,2024-03-04,5,Knee,Knee
 De'Andre Hunter,sore left foot,2025-01-15,2025-01-17,2,Foot,Unknown
 De'Andre Hunter,right knee injury,2024-02-02,2024-02-03,1,Knee,Knee
 De'Andre Hunter,sore right knee,2023-12-22,2024-01-30,39,Knee,Knee
 De'Andre Hunter,right knee injury,2024-11-16,2024-11-18,2,Knee,Knee
 De'Andre Hunter,illness,2025-01-25,2025-01-27,2,Unknown,General Ailments
 De'Andre Hunter,sore right quadriceps tendon / various injuries,2023-12-11,2023-12-16,5,Unknown,Unknown
 De'Andre Hunter,right knee injury,2024-02-10,2024-02-12,2,Knee,Knee
 De'Andre Hunter,right knee inflammation,2024-10-27,2024-11-09,13,Knee,Knee
 De'Anthony Melton,lumbar spine injury,2024-01-14,2024-02-23,40,Unknown,Unknown
 De'Anthony Melton,back injury,2024-04-20,2024-04-25,5,Back,Back
 De'Anthony Melton,sore back,2024-01-01,2024-01-10,9,Back,Back
 De'Anthony Melton,bruised left thigh,2023-12-22,2023-12-24,2,Unknown,Unknown
 De'Anthony Melton,strained lower back,2024-10-28,2024-11-08,11,Back,Back
 De'Anthony Melton,back injury,2024-02-29,2024-04-09,40,Back,Back
 DeMar DeRozan,lower back injury,2024-11-26,2024-12-01,5,Back,Back
 DeMar DeRozan,back injury,2024-11-15,2024-11-21,6,Back,Back
 DeMar DeRozan,sprained left ankle,2023-11-30,2023-12-02,2,Ankle,Ankle
 Dean Wade,illness,2024-02-12,2024-02-21,9,Unknown,General Ailments
 Dean Wade,sprained right ankle,2023-11-22,2023-12-06,14,Ankle,Ankle
 Dean Wade,illness,2023-10-25,2023-10-27,2,Unknown,General Ailments
 Dean Wade,illness,2024-11-04,2024-11-08,4,Unknown,General Ailments
 Dean Wade,sprained left ankle,2024-11-18,2024-12-03,15,Ankle,Ankle
 Dean Wade,sore right knee,2024-12-23,2024-12-27,4,Knee,Knee
 Dean Wade,sore right knee,2024-03-20,2024-05-11,52,Knee,Knee
 Deandre Ayton,sore left calf,2025-01-11,2025-01-13,2,Calf,Soft Tissue Injury
 Deandre Ayton,illness,2024-12-13,2024-12-19,6,Unknown,General Ailments
 Deandre Ayton,sore back,2023-11-22,2023-11-26,4,Back,Back
 Deandre Ayton,sore lower back,2025-01-18,2025-01-19,1,Back,Back
 Deandre Ayton,right index finger injury,2024-11-12,2024-11-27,15,Hand/Finger,Hand/Finger
 Deandre Ayton,left elbow tendinitis,2024-03-22,2024-03-29,7,Elbow,Elbow
 Deandre Ayton,sprained right hand,2024-03-01,2024-03-09,8,Hand/Finger,Hand/Finger
 Deandre Ayton,illness,2024-02-08,2024-02-10,2,Unknown,General Ailments
 Deandre Ayton,right knee tendinitis,2023-12-26,2024-01-19,24,Knee,Knee
 Deandre Ayton,sore right knee,2023-12-06,2023-12-14,8,Knee,Knee
 Deandre Ayton,sore left knee,2025-01-23,2025-01-28,5,Knee,Knee
 Dejounte Murray,surgery on hand,2024-11-27,2024-11-27,0,Hand/Finger,Hand/Finger
 Dejounte Murray,bruised right quadriceps,2024-04-10,2024-04-12,2,Unknown,Unknown
 Dejounte Murray,tightness in lower back,2024-02-07,2024-02-10,3,Back,Back
 Dejounte Murray,tightness in right hamstring,2024-01-28,2024-01-30,2,Hamstring,Soft Tissue Injury
 Dejounte Murray,finger injury,2025-01-25,2025-01-27,2,Hand/Finger,Hand/Finger
 Delon Wright,sprained MCL in right knee,2023-11-11,2024-04-29,170,Knee,Knee
 Deni Avdija,bruised right knee,2024-03-17,2024-03-21,4,Knee,Knee
 Deni Avdija,bruised left heel,2024-02-25,2024-02-29,4,Unknown,Unknown
 Deni Avdija,sprained right ankle,2025-01-18,2025-01-19,1,Ankle,Ankle
 Deni Avdija,illness,2024-03-25,2024-03-27,2,Unknown,General Ailments
 Dennis Schröder,sore right ankle,2024-11-24,2024-11-25,1,Ankle,Ankle
 Dennis Smith Jr.,right hip injury,2024-03-24,2024-03-31,7,Hip,Unknown
 Dennis Smith Jr.,sore right foot,2024-02-03,2024-02-05,2,Foot,Unknown
 Dennis Smith Jr.,sore lower back,2024-01-03,2024-01-05,2,Back,Back
 Dennis Smith Jr.,bruised back,2023-12-11,2023-12-22,11,Back,Back
 Dennis Smith Jr.,hip injury,2023-11-01,2023-11-03,2,Hip,Unknown
 Dennis Smith Jr.,sore lower back,2023-11-25,2023-12-02,7,Back,Back
 Dereck Lively II,bruised lower back,2023-11-24,2023-11-28,4,Back,Back
 Dereck Lively II,illness,2023-11-08,2023-11-10,2,Unknown,General Ailments
 Dereck Lively II,sprained left ankle,2023-12-17,2023-12-25,8,Ankle,Ankle
 Dereck Lively II,nasal fracture,2024-01-31,2024-02-14,14,Unknown,Bone Fracture
 Dereck Lively II,sprained left ankle,2024-01-05,2024-01-15,10,Ankle,Ankle
 Dereck Lively II,sprained neck,2024-05-27,2024-05-30,3,Neck,Unknown
 Dereck Lively II,sprained right shoulder,2024-11-06,2024-11-12,6,Shoulder,Shoulder
 Dereck Lively II,hyperextended right knee,2024-12-01,2024-12-03,2,Knee,Knee
 Dereck Lively II,bruised left hip,2024-12-27,2025-01-01,5,Hip,Unknown
 Dereck Lively II,sore right knee,2024-04-02,2024-04-20,18,Knee,Knee
 Derrick Jones Jr.,bruised left quadriceps,2023-12-12,2023-12-14,2,Unknown,Unknown
 Derrick Jones Jr.,bruised right calf,2024-01-15,2024-01-17,2,Calf,Soft Tissue Injury
 Derrick Jones Jr.,sprained left wrist,2024-01-27,2024-02-03,7,Wrist,Wrist
 Derrick Jones Jr.,sprained left shoulder,2024-04-13,2024-04-21,8,Shoulder,Shoulder
 Derrick Jones Jr.,right hamstring injury,2024-12-10,2024-12-19,9,Hamstring,Soft Tissue Injury
 Derrick Rose,sore right ankle,2024-02-15,2024-02-23,8,Ankle,Ankle
 Derrick Rose,sore right ankle,2024-02-08,2024-02-10,2,Ankle,Ankle
 Derrick Rose,strained left hamstring,2023-12-17,2023-12-31,14,Hamstring,Soft Tissue Injury
 Derrick Rose,sprained left ankle,2023-12-02,2023-12-05,3,Ankle,Ankle
 Derrick Rose,left knee injury,2023-11-19,2023-11-21,2,Knee,Knee
 Derrick Rose,sore left knee,2023-10-31,2023-11-18,18,Knee,Knee
 Derrick Rose,left hamstring injury,2024-02-04,2024-02-06,2,Hamstring,Soft Tissue Injury
 Derrick Rose,sore right ankle,2024-02-12,2024-02-14,2,Ankle,Ankle
 Derrick Rose,strained left hamstring,2024-01-09,2024-02-02,24,Hamstring,Soft Tissue Injury
 Derrick White,sprained right hand,2024-03-25,2024-03-27,2,Hand/Finger,Hand/Finger
 Derrick White,sprained left ankle,2024-01-17,2024-01-18,1,Ankle,Ankle
 Derrick White,sprained left hand,2024-03-16,2024-03-18,2,Hand/Finger,Hand/Finger
 Derrick White,bruised right shin,2025-01-27,2025-01-28,1,Unknown,Unknown
 Derrick White,illness,2025-01-07,2025-01-09,2,Unknown,General Ailments
 Derrick White,bruised lower back,2024-04-05,2024-04-06,1,Back,Back
 Derrick White,sprained left ankle,2024-04-12,2024-04-21,9,Ankle,Ankle
 Derrick White,sprained right foot,2024-12-01,2024-12-02,1,Foot,Unknown
 Desmond Bane,illness,2023-12-13,2023-12-15,2,Unknown,General Ailments
 Desmond Bane,strained right oblique,2024-10-31,2024-11-15,15,Unknown,Unknown
 Desmond Bane,sore back,2024-03-22,2024-03-25,3,Back,Back
 Desmond Bane,sprained left ankle,2025-01-06,2025-01-09,3,Ankle,Ankle
 Desmond Bane,sore left toe,2024-12-08,2024-12-13,5,Foot,Unknown
 Desmond Bane,sprained left ankle,2024-01-15,2024-03-16,61,Ankle,Ankle
 Devin Booker,strained right calf,2023-11-04,2023-11-14,10,Calf,Soft Tissue Injury
 Devin Booker,sore left groin,2024-12-20,2024-12-31,11,Groin,Groin
 Devin Booker,sprained right ankle,2024-03-03,2024-03-11,8,Ankle,Ankle
 Devin Booker,sore left hip,2024-02-08,2024-02-09,1,Hip,Unknown
 Devin Booker,sprained right ankle,2023-11-30,2023-12-02,2,Ankle,Ankle
 Devin Booker,sore left foot,2023-10-26,2023-11-02,7,Foot,Unknown
 Devin Carter,sore right wrist,2025-01-18,2025-01-21,3,Wrist,Wrist
 Devin Vassell,right foot injury,2024-12-06,2024-12-07,1,Foot,Unknown
 Devin Vassell,strained left adductor,2023-11-03,2023-11-08,5,Unknown,Unknown
 Devin Vassell,left adductor injury,2023-11-16,2023-11-22,6,Unknown,Unknown
 Devin Vassell,surgery on foot,2024-09-27,2024-11-07,41,Foot,General Ailments
 Devin Vassell,right foot injury,2024-11-16,2024-11-18,2,Foot,Unknown
 Devin Vassell,sore left knee,2024-11-19,2024-11-27,8,Knee,Knee
 Devin Vassell,bruised left hip,2024-03-09,2024-03-11,2,Hip,Unknown
 Devonte' Graham,illness,2023-12-28,2023-12-31,3,Unknown,General Ailments
 Dillon Brooks,strained right oblique,2023-12-27,2024-01-13,17,Unknown,Unknown
 Dillon Brooks,sore right ankle,2024-12-23,2024-12-29,6,Ankle,Ankle
 Domantas Sabonis,illness,2024-12-26,2024-12-28,2,Unknown,General Ailments
 Domantas Sabonis,tightness in lower back,2024-11-16,2024-11-21,5,Back,Back
 Dominick Barlow,bruised lower back,2024-10-22,2024-10-28,6,Back,Back
 Donovan Clingan,sprained left knee,2024-11-24,2024-12-13,19,Knee,Knee
 Donovan Clingan,sprained left ankle,2025-01-15,2025-01-24,9,Ankle,Ankle
 Donovan Mitchell,left knee injury,2024-04-13,2024-04-19,6,Knee,Knee
 Donovan Mitchell,left knee injury,2024-04-07,2024-04-09,2,Knee,Knee
 Donovan Mitchell,left knee injury,2024-04-02,2024-04-03,1,Knee,Knee
 Donovan Mitchell,nasal fracture,2024-03-17,2024-03-29,12,Unknown,Bone Fracture
 Donovan Mitchell,bruised/sore left knee,2024-03-01,2024-03-13,12,Knee,Knee
 Donovan Mitchell,illness,2024-02-22,2024-02-25,3,Unknown,General Ailments
 Donovan Mitchell,illness,2023-12-20,2023-12-29,9,Unknown,General Ailments
 Donovan Mitchell,right hamstring injury,2023-10-28,2023-10-31,3,Hamstring,Soft Tissue Injury
 Donovan Mitchell,strained right hamstring,2023-11-17,2023-11-25,8,Hamstring,Soft Tissue Injury
 Donte DiVincenzo,right hamstring injury,2024-02-14,2024-02-20,6,Hamstring,Soft Tissue Injury
 Dorian Finney-Smith,sore left ankle,2024-03-20,2024-03-22,2,Ankle,Ankle
 Dorian Finney-Smith,sprained left ankle,2024-01-28,2024-02-09,12,Ankle,Ankle
 Dorian Finney-Smith,sore right knee,2023-12-02,2023-12-05,3,Knee,Knee
 Dorian Finney-Smith,sprained left ankle,2024-11-11,2024-11-15,4,Ankle,Ankle
 Dorian Finney-Smith,sprained left ankle,2024-11-24,2024-11-27,3,Ankle,Ankle
 Dorian Finney-Smith,sprained left ankle,2024-11-29,2024-12-07,8,Ankle,Ankle
 Dorian Finney-Smith,bruised left calf,2024-12-23,2024-12-27,4,Calf,Soft Tissue Injury
 Dorian Finney-Smith,shoulder injury,2025-01-30,2025-02-01,2,Shoulder,Shoulder
 Dorian Finney-Smith,sore left knee,2023-12-27,2023-12-29,2,Knee,Knee
 Dorian Finney-Smith,sore left knee,2023-12-16,2023-12-18,2,Knee,Knee
 Doug McDermott,illness,2025-01-29,2025-01-31,2,Unknown,General Ailments
 Doug McDermott,strained right calf,2024-02-27,2024-03-20,22,Calf,Soft Tissue Injury
 Doug McDermott,sprained right ankle,2024-01-13,2024-01-15,2,Ankle,Ankle
 Doug McDermott,right forearm injury,2024-01-04,2024-01-07,3,Unknown,Unknown
 Doug McDermott,illness,2023-12-01,2023-12-05,4,Unknown,General Ailments
 Draymond Green,back injury,2025-01-10,2025-01-12,2,Back,Back
 Draymond Green,sprained left ankle,2023-10-02,2023-10-28,26,Ankle,Ankle
 Draymond Green,sore lower back,2024-03-13,2024-03-16,3,Back,Back
 Draymond Green,bruised right knee,2024-04-11,2024-04-12,1,Knee,Knee
 Draymond Green,tightness in left calf,2024-12-03,2024-12-06,3,Calf,Soft Tissue Injury
 Draymond Green,sore left ankle,2024-12-21,2024-12-23,2,Ankle,Ankle
 Draymond Green,back injury,2024-12-27,2024-12-28,1,Back,Back
 Draymond Green,illness,2025-01-15,2025-01-18,3,Unknown,General Ailments
 Draymond Green,strained left calf,2025-01-19,2025-02-03,15,Calf,Soft Tissue Injury
 Drew Eubanks,illness,2024-10-28,2024-10-29,1,Unknown,General Ailments
 Drew Eubanks,sprained left ankle,2023-11-23,2023-11-26,3,Ankle,Ankle
 Drew Eubanks,illness,2024-01-11,2024-01-13,2,Unknown,General Ailments
 Dru Smith,sprained right knee,2023-11-23,2024-03-06,104,Knee,Knee
 Dru Smith,knee injury,2024-11-26,2024-11-27,1,Knee,Knee
 Duane Washington Jr.,right thumb injury,2024-02-08,2024-02-12,4,Unknown,Unknown
 Duncan Robinson,concussion protocol,2024-01-30,2024-02-06,7,Head,Head
 Duncan Robinson,back injury,2024-03-19,2024-03-31,12,Back,Back
 Duncan Robinson,right foot injury,2024-12-29,2025-01-01,3,Foot,Unknown
 Duncan Robinson,sprained right thumb,2023-11-24,2023-11-28,4,Unknown,Unknown
 Duop Reath,right knee tendinitis,2024-02-10,2024-02-13,3,Knee,Knee
 Dwight Powell,illness,2023-10-25,2023-10-27,2,Unknown,General Ailments
 Dwight Powell,left eye injury,2024-01-24,2024-01-29,5,Head,Head
 Dyson Daniels,illness,2024-12-28,2025-01-01,4,Unknown,General Ailments
 Dyson Daniels,surgery on left knee,2024-02-15,2024-03-30,44,Knee,Knee
 Dyson Daniels,strained right hip flexor,2024-10-29,2024-11-03,5,Hip,Unknown
 Edrice Adebayo / Bam Adebayo,bruised lower back,2025-01-13,2025-01-15,2,Back,Back
 Edrice Adebayo / Bam Adebayo,bruised left hip,2023-12-01,2023-12-17,16,Hip,Unknown
 Edrice Adebayo / Bam Adebayo,bruised/sore left hip,2023-11-25,2023-11-28,3,Hip,Unknown
 Edrice Adebayo / Bam Adebayo,bruised hip,2023-11-22,2023-11-24,2,Hip,Unknown
 Edrice Adebayo / Bam Adebayo,bruised lower back,2024-03-20,2024-03-22,2,Back,Back
 Edrice Adebayo / Bam Adebayo,hip injury,2023-10-30,2023-11-01,2,Hip,Unknown
 Eric Gordon,left groin injury,2024-02-25,2024-03-03,7,Groin,Groin
 Eric Gordon,migraine headache,2024-04-14,2024-04-19,5,Unknown,Unknown
 Eric Gordon,oral surgery,2024-12-22,2025-01-01,10,Unknown,General Ailments
 Eric Gordon,knee injury,2025-02-02,2025-02-05,3,Knee,Knee
 Eric Gordon,bruised left knee,2024-03-10,2024-03-15,5,Knee,Knee
 Eric Gordon,sore right knee,2024-01-05,2024-01-08,3,Knee,Knee
 Eric Gordon,sore right wrist,2024-01-22,2024-01-26,4,Wrist,Wrist
 Eric Gordon,sore right calf,2023-12-13,2023-12-17,4,Calf,Soft Tissue Injury
 Eric Gordon,bruised right knee,2023-12-02,2023-12-05,3,Knee,Knee
 Eric Gordon,sore left shoulder,2023-11-12,2023-11-15,3,Shoulder,Shoulder
 Ersan Ilyasova,illness,2015-02-20,2015-02-21,1,Unknown,General Ailments
 Eugene Omoruyi,concussion,2023-12-12,2023-12-15,3,Head,Head
 Eugene Omoruyi,sprained left ankle,2024-03-18,2024-04-01,14,Ankle,Ankle
 Evan Fournier,illness,2023-12-05,2023-12-07,2,Unknown,General Ailments
 Evan Fournier,right ankle injury,2023-11-18,2023-11-24,6,Ankle,Ankle
 Evan Fournier,sore right knee,2024-04-06,2024-04-09,3,Knee,Knee
 Evan Mobley,strained right calf,2025-01-18,2025-01-25,7,Calf,Soft Tissue Injury
 Evan Mobley,illness,2024-11-15,2024-11-17,2,Unknown,General Ailments
 Evan Mobley,sprained left ankle,2024-03-06,2024-03-24,18,Ankle,Ankle
 Evan Mobley,left knee injury,2024-02-01,2024-02-02,1,Knee,Knee
 Evan Mobley,surgery on left knee,2023-12-15,2024-01-29,45,Knee,Knee
 Evan Mobley,sprained left ankle,2024-12-13,2024-12-16,3,Ankle,Ankle
 Frank Ntilikina,right hip impingement,2024-02-07,2024-02-08,1,Hip,Unknown
 Frank Ntilikina,fractured tibia in leg,2023-10-21,2024-01-17,88,Unknown,Bone Fracture
 Frank Ntilikina,left hip injury,2024-01-27,2024-01-29,2,Hip,Unknown
