Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
 Cameron Johnson,sprained left ankle (DTD),2024-12-02,2024-12-04,2,sprained left ankle (DTD)
 Cameron Johnson,sprained left big toe (DTD),2024-04-06,2024-04-10,4,sprained left big toe (DTD)
 Cameron Johnson,sprained left big toe (DTD),2024-04-01,2024-04-03,2,sprained left big toe (DTD)
 Cameron Johnson,placed on IL with sprained right ankle,2024-03-06,2024-03-13,7,placed on IL with right high ankle sprain
 Cameron Johnson,placed on IL with left adductor injury,2024-02-06,2024-02-14,8,placed on IL with right adductor injury
 Cameron Johnson,bruised left calf (DTD),2023-10-27,2023-11-10,14,bruised left calf (DTD)
 Cameron Johnson,placed on IL with sprained left big toe,2024-03-24,2024-03-31,7,placed on IL with sprained left big toe
 Cameron Payne,left elbow injury (DTD),2024-12-05,2024-12-09,4,left elbow injury (DTD)
 Cameron Payne,placed on IL with strained left hamstring,2024-11-06,2024-11-12,6,placed on IL with strained left adductor
 Cameron Payne,illness (DTD),2024-03-03,2024-03-05,2,illness (DTD)
 Cameron Payne,placed on IL with concussion protocol,2024-01-07,2024-01-11,4,placed on IL with concussion protocol
 Cameron Payne,placed on IL with sore lower back,2023-04-16,2023-04-25,9,placed on IL with sore lower back
 Cameron Thomas / Cam Thomas,placed on IL with sprained left ankle,2023-11-09,2023-11-30,21,placed on IL with strained left calf (P)
 Cameron Thomas / Cam Thomas,tightness in lower back (DTD),2024-11-19,2024-11-22,3,tightness in lower back (DTD)
 Cameron Thomas / Cam Thomas,placed on IL with strained left hamstring,2024-11-26,2024-12-29,33,placed on IL with strained left adductor
 Cameron Thomas / Cam Thomas,left hamstring injury (DTD),2024-12-31,2025-01-02,2,left hamstring injury (DTD)
 Cameron Thomas / Cam Thomas,tightness in lower back (DTD),2024-03-25,2024-03-27,2,tightness in lower back (DTD)
 Cameron Thomas / Cam Thomas,placed on IL with sprained right ankle,2024-02-27,2024-03-09,11,placed on IL with right high ankle sprain
 Caris LeVert,placed on IL with sore right wrist,2024-03-29,2024-03-31,2,placed on IL with sore right toe
 Caris LeVert,placed on IL with sprained right elbow,2024-03-03,2024-03-05,2,placed on IL with stiffness in right elbow
 Caris LeVert,placed on IL with sore left knee,2024-04-13,2024-04-19,6,placed on IL with sore left/right knee
 Caris LeVert,sprained right wrist (DTD),2024-01-20,2024-01-24,4,sprained right wrist (DTD)
 Caris LeVert,left knee tendinitis (DTD),2023-12-23,2023-12-27,4,left knee tendinitis (DTD)
 Caris LeVert,placed on IL with left knee injury,2023-12-06,2023-12-12,6,"placed on IL with left ankle, knee injuries"
 Caris LeVert,placed on IL with left hamstring injury,2023-10-31,2023-11-01,1,placed on IL with left hamstring injury
 Caris LeVert,placed on IL with sore right knee,2024-11-02,2024-11-06,4,placed on IL with sore right ankle/heel
 Caris LeVert,placed on IL with left knee inflammation,2024-11-19,2024-11-29,10,placed on IL with left ankle inflammation
 Caris LeVert,placed on IL with wrist injury,2025-01-20,2025-02-02,13,placed on IL with left wrist injury
 Caris LeVert,sore left knee (DTD),2023-11-19,2023-11-22,3,sore left knee (DTD)
 Caron Butler,placed on IL with back spasms,2015-02-11,2015-02-20,9,placed on IL with back spasms
 Cason Wallace,placed on IL with bruised left quadriceps,2024-12-27,2024-12-29,2,placed on IL with bruised left quadriceps
 Cedi Osman,placed on IL with sprained left ankle,2024-03-08,2024-03-17,9,placed on IL with strained left calf (P)
 Chris Boucher,placed on IL with illness,2025-02-04,2025-02-05,1,placed on IL with illness
 Chris Boucher,placed on IL with illness,2024-02-28,2024-03-01,2,placed on IL with illness
 Chris Duarte,placed on IL with sore left knee,2023-12-04,2023-12-08,4,placed on IL with sore left/right knee
 Chris Duarte,placed on IL with sprained right ankle,2024-02-07,2024-02-13,6,placed on IL with right high ankle sprain
 Chris Kaman,placed on IL with ankle injury,2015-02-11,2015-02-20,9,placed on IL with glute injury
 Chris Livingston,placed on IL with sprained left ankle,2023-12-11,2023-12-15,4,placed on IL with strained left calf (P)
 Chris Livingston,placed on IL with sprained left ankle,2023-11-12,2023-11-22,10,placed on IL with strained left calf (P)
 Chris Livingston,placed on IL with illness,2024-12-25,2024-12-28,3,placed on IL with illness
 Chris Livingston,placed on IL with sprained left ankle,2024-12-04,2024-12-14,10,placed on IL with strained left calf (P)
 Chris Livingston,placed on IL with illness,2024-04-26,2024-04-29,3,placed on IL with illness
 Chris Livingston,placed on IL with sprained left ankle,2024-03-17,2024-03-20,3,placed on IL with strained left calf (P)
 Chris Livingston,placed on IL with strained right groin,2024-03-04,2024-03-06,2,placed on IL with strained right middle finger
 Chris Livingston,placed on IL with illness,2024-01-14,2024-01-16,2,placed on IL with illness
 Chris Paul,placed on IL with fractured hand,2024-01-06,2024-02-26,51,placed on IL with fractured right hand (P)
 Chris Paul,illness (DTD),2023-12-08,2023-12-11,3,illness (DTD)
 Chris Paul,placed on IL with bruised nerve in left lower leg,2023-11-29,2023-12-06,7,placed on IL with bruised left lower leg
 Christian Braun,placed on IL with strained lower back,2024-12-16,2024-12-19,3,placed on IL with stiffness in lower back
 Christian Koloko,respiratory ailment (out indefinitely),2023-10-02,2024-01-17,107,respiratory ailment (out indefinitely)
 Christian Koloko,blood clots (out indefinitely),2024-10-21,2024-10-29,8,blood clots (out indefinitely)
 Christian Wood,migraine headache (DTD),2024-01-11,2024-01-13,2,migraine headache (DTD)
 Christian Wood,placed on IL with left knee injury,2024-02-21,2024-04-27,66,"placed on IL with left ankle, knee injuries"
 Clint Capela,placed on IL with sore right Achilles,2024-01-10,2024-01-12,2,placed on IL with sore right Achilles
 Clint Capela,placed on IL with strained left adductor,2024-02-04,2024-02-22,18,placed on IL with strained left adductor
 Clint Capela,placed on IL with sore right knee,2025-01-23,2025-01-24,1,placed on IL with sore right ankle/heel
 Clint Capela,placed on IL with sore left knee,2023-12-16,2023-12-18,2,placed on IL with sore left/right knee
 Coby White,placed on IL with sore ankle,2025-01-23,2025-01-29,6,placed on IL with sore knee
 Coby White,placed on IL with sprained left ankle,2024-12-02,2024-12-06,4,placed on IL with strained left calf (P)
 Coby White,placed on IL with sore right hip,2024-03-14,2024-03-21,7,placed on IL with sore right toe
 Cody Martin,placed on IL with bruised right knee,2024-02-04,2024-02-07,3,placed on IL with bruised tibia in right leg
 Cody Martin,placed on IL with sore left knee,2023-10-24,2023-12-23,60,placed on IL with sore left/right knee
 Cody Martin,placed on IL with strained groin,2024-01-08,2024-01-14,6,placed on IL with sore/strained left groin
 Cody Martin,placed on IL with bruised right knee,2024-01-22,2024-01-24,2,placed on IL with bruised tibia in right leg
 Cody Martin,placed on IL with sore left knee,2024-12-28,2025-01-03,6,placed on IL with sore left/right knee
 Cody Zeller,placed on IL with bruised/sore left knee,2024-02-12,2024-02-22,10,placed on IL with bruised/sore left hip
 Cody Zeller,placed on IL with sprained right ankle,2023-12-23,2023-12-26,3,placed on IL with right high ankle sprain
 Colby Jones,placed on IL with sore lower back,2023-12-07,2023-12-11,4,placed on IL with sore lower back
 Cole Anthony,illness (DTD),2025-01-21,2025-01-25,4,illness (DTD)
 Cole Anthony,placed on IL with bruised quadriceps,2024-01-03,2024-01-04,1,placed on IL with bruised left quadriceps
 Colin Castleton,placed on IL with fractured right wrist,2024-02-25,2024-03-27,31,placed on IL with right wrist injury
 Collin Gillespie,placed on IL with fractured right ankle,2024-11-12,2025-01-05,54,placed on IL with fractured right ankle
 Corey Kispert,illness (DTD),2024-02-25,2024-02-27,2,illness (DTD)
 Corey Kispert,placed on IL with sprained left ankle,2023-11-03,2023-11-06,3,placed on IL with strained left calf (P)
 Craig Porter Jr.,placed on IL with illness,2024-03-29,2024-04-06,8,placed on IL with illness
 Craig Porter Jr.,placed on IL with sprained right thumb,2024-10-28,2024-11-02,5,placed on IL with sprained right big toe
 Craig Porter Jr.,placed on IL with sprained left ankle,2024-12-16,2024-12-19,3,placed on IL with strained left calf (P)
 Craig Porter Jr.,placed on IL with illness,2025-02-02,2025-02-03,1,placed on IL with illness
 D'Angelo Russell,sprained left thumb (DTD),2024-12-25,2024-12-28,3,sprained left thumb (DTD)
 D'Angelo Russell,placed on IL with illness,2024-12-01,2024-12-02,1,placed on IL with illness
 D'Angelo Russell,placed on IL with illness,2024-03-24,2024-03-25,1,placed on IL with illness
 D'Angelo Russell,sore left knee (DTD),2024-02-08,2024-02-09,1,sore left knee (DTD)
 D'Angelo Russell,bruised right shin (DTD),2025-01-15,2025-01-16,1,bruised right shin (DTD)
 D'Angelo Russell,migraine headache (DTD),2023-12-15,2023-12-18,3,migraine headache (DTD)
 D'Angelo Russell,left hamstring injury (DTD),2025-01-22,2025-01-25,3,left hamstring injury (DTD)
 D'Angelo Russell,placed on IL with bruised right shin,2025-01-12,2025-01-14,2,placed on IL with bruised right shin
 D'Angelo Russell,placed on IL with bruised tailbone,2024-01-05,2024-01-07,2,placed on IL with bruised tailbone
 D.J. Carton,placed on IL with ankle injury,2024-11-18,2024-11-29,11,placed on IL with glute injury
 DaQuan Jeffries,placed on IL with illness,2025-01-12,2025-01-15,3,placed on IL with illness
 DaQuan Jeffries,placed on IL with thigh injury,2025-01-03,2025-01-05,2,placed on IL with tailbone injury
 DaQuan Jeffries,placed on IL with illness,2023-12-05,2023-12-07,2,placed on IL with illness
 DaQuan Jeffries,fractured hand (out indefinitely),2024-10-09,2024-12-03,55,fractured hand (out indefinitely)
 DaQuan Jeffries,placed on IL with illness,2023-12-23,2023-12-24,1,placed on IL with illness
 Daishen Nix,placed on IL with sprained right ankle,2024-12-24,2024-12-31,7,placed on IL with right high ankle sprain
 Dalano Banton,placed on IL with sprained left ankle,2024-04-11,2024-04-12,1,placed on IL with strained left calf (P)
 Dalano Banton,bruised left hip (DTD),2024-12-19,2024-12-23,4,bruised left hip (DTD)
 Dalano Banton,bruised left hip (DTD),2024-12-26,2025-01-02,7,bruised left hip (DTD)
 Dalano Banton,placed on IL with illness,2023-12-15,2023-12-17,2,placed on IL with illness
 Dalen Terry,placed on IL with sprained right ankle,2024-01-31,2024-02-06,6,placed on IL with right high ankle sprain
 Dalen Terry,placed on IL with bruised right knee,2024-12-13,2024-12-21,8,placed on IL with bruised tibia in right leg
 Dalen Terry,placed on IL with left knee tendinitis,2023-11-11,2023-11-20,9,placed on IL with left knee tendinitis
 Damian Lillard,placed on IL with sore left groin,2025-02-03,2025-02-05,2,placed on IL with sore/strained left groin
 Damian Lillard,placed on IL with concussion protocol,2024-11-11,2024-11-18,7,placed on IL with concussion protocol
 Damian Lillard,placed on IL with sprained left ankle,2024-02-06,2024-02-09,3,placed on IL with strained left calf (P)
 Damian Lillard,placed on IL with sore right calf,2023-11-09,2023-11-13,4,placed on IL with sore right ankle/heel
 Damian Lillard,placed on IL with left adductor injury,2024-04-12,2024-04-14,2,placed on IL with right adductor injury
 Damian Lillard,placed on IL with strained right calf,2024-12-19,2024-12-23,4,placed on IL with strained right rotator cuff
 Damian Lillard,placed on IL with illness,2024-12-23,2024-12-28,5,placed on IL with illness
 Damian Lillard,placed on IL with right Achilles tendinitis,2024-04-28,2024-05-02,4,placed on IL with right Achilles tendon injury
 Daniel Gafford,placed on IL with bruised right hip,2023-12-11,2023-12-13,2,placed on IL with bruised right shin
 Daniel Gafford,placed on IL with concussion protocol,2024-01-17,2024-01-21,4,placed on IL with concussion protocol
 Daniel Gafford,placed on IL with sore right elbow,2024-04-13,2024-04-21,8,placed on IL with sore right elbow
 Daniel Gafford,placed on IL with ankle injury,2023-10-30,2023-11-03,4,placed on IL with glute injury
 Daniel Gafford,ankle injury (DTD),2025-02-02,2025-02-03,1,hand injury (DTD)
 Daniel Gafford,placed on IL with sprained left ankle,2025-01-07,2025-01-09,2,placed on IL with strained left calf (P)
 Daniel Gafford,placed on IL with illness,2024-11-27,2024-11-29,2,placed on IL with illness
 Daniel Theis,placed on IL with illness,2023-12-08,2023-12-12,4,placed on IL with illness
 Daniel Theis,placed on IL with sprained left thumb,2024-04-07,2024-04-09,2,placed on IL with strained left thigh
 Daniel Theis,neck spasms (DTD),2024-12-05,2024-12-12,7,neck spasms (DTD)
 Danilo Gallinari,placed on IL with lower back spasms,2023-12-29,2024-01-03,5,placed on IL with back spasms
 Dante Exum,placed on IL with bruised right heel,2024-01-03,2024-01-24,21,placed on IL with bruised right knee
 Dante Exum,placed on IL with bruised left lower leg,2023-12-21,2023-12-23,2,placed on IL with bruised left lower leg
 Dante Exum,sprained right foot (DTD),2024-04-13,2024-04-21,8,sprained right foot (DTD)
 Dante Exum,placed on IL recovering from surgery on right wrist (date approximate),2024-10-23,2025-01-31,100,placed on IL recovering from surgery on right knee (date approximate)
 Dante Exum,placed on IL with sore right knee,2024-01-27,2024-02-28,32,placed on IL with sore right ankle/heel
 Danuel House Jr.,lumbar spine injury (DTD),2024-01-16,2024-01-18,2,lumbar spine injury (DTD)
 Danuel House Jr.,placed on IL with illness,2023-04-22,2023-04-30,8,placed on IL with illness
 Danuel House Jr.,placed on IL with bruised left quadriceps,2023-11-25,2023-12-05,10,placed on IL with bruised left quadriceps
 Dario Saric,placed on IL with sprained left ankle,2024-12-07,2024-12-22,15,placed on IL with strained left calf (P)
 Dario Saric,placed on IL with sore right knee,2024-03-29,2024-04-11,13,placed on IL with sore right ankle/heel
 Dario Saric,placed on IL with illness,2024-02-01,2024-02-04,3,placed on IL with illness
 Dariq Whitehead,placed on IL with concussion protocol,2025-01-09,2025-01-12,3,placed on IL with concussion protocol
 Dariq Whitehead,placed on IL with right foot injury,2023-12-02,2023-12-06,4,placed on IL with right foot injury (DTD)
 Dariq Whitehead,right foot injury (out indefinitely),2023-10-25,2023-11-03,9,right foot injury (out indefinitely)
 Darius Garland,placed on IL with strained neck,2023-11-14,2023-11-17,3,placed on IL with strained neck
 Darius Garland,sore left groin (DTD),2024-11-20,2024-11-23,3,sore left groin (DTD)
 Darius Garland,placed on IL with bruised lower back,2024-04-14,2024-04-19,5,placed on IL with bruised/sore lower back
 Darius Garland,placed on IL with fractured jaw,2023-12-15,2024-01-30,46,placed on IL with nasal fracture
 Darius Garland,placed on IL with strained left hamstring,2023-10-27,2023-11-03,7,placed on IL with strained left adductor
 Davion Mitchell,placed on IL with illness,2023-12-02,2023-12-03,1,placed on IL with illness
 Davion Mitchell,placed on IL with strained right shoulder,2024-12-19,2024-12-22,3,placed on IL with right shoulder tendinitis
 Davion Mitchell,placed on IL with foot injury,2025-02-02,2025-02-03,1,placed on IL with glute injury
 Davion Mitchell,placed on IL with illness,2024-12-29,2024-12-31,2,placed on IL with illness
 Davis Bertans,placed on IL with illness,2024-01-08,2024-01-11,3,placed on IL with illness
 Davis Bertans,hyperextended left knee (DTD),2024-02-23,2024-02-27,4,hyperextended left knee (DTD)
 Davis Bertans,placed on IL with sore right knee,2024-02-06,2024-02-09,3,placed on IL with sore right ankle/heel
 Day'Ron Sharpe,placed on IL with hyperextended left knee,2024-01-25,2024-02-12,18,placed on IL with hyperextended left knee
 Day'Ron Sharpe,placed on IL with bruised wrist,2024-03-05,2024-03-09,4,placed on IL with bruised wrist
 Day'Ron Sharpe,placed on IL with strained left hamstring (date approximate),2024-10-22,2024-12-02,41,placed on IL with strained left hamstring (date approximate)
